id_operacion,id_tipo,id_unidad_resp,id_zona,nombre_operacion,fecha_inicio,fecha_fin,efectivos_desplegados,vehiculos_utilizados,duracion_dias,costo_operacion,resultado,detenidos,area_km2,incidentes,observaciones
1298,6,7,25,Op Mano Amiga - 2025/104,24/10/2025,"noviembre 12, 2025",aprox 50,+13,19,"USD 2,196.47",PARCIAL,sin detenidos,50 Km2,n/a,Distribución de víveres a comunidades alejadas
1299,1,48,16,Op. Soberanía #243,08-12-2021,19/08/2021,aprox 100,29,+7,85077,logrado,-,150,sin incidentes,Patrullaje con apoyo de unidades caninas
1300,3,30,11,"Op. ""Cerco"" #187",11/07/2025,5/AGO/2025,120.,5,aprox 25,33211.33,Éxito,veinte,  150 km2  ,(1),Mercadería retenida para verificación
1301,5,24,3,ceniza 2023,02/08/2023,9-ago-2023,500,33,SIETE,"Bs 285.464,91",SIN RESULTADOS,Sin detenidos,500 km2,aprox. 2,Apoyo con cortafuegos — área afectada extensa
1302,1,46,1,Op. Libertad #244,11-15-2021,09/12/2021,aprox. 300 efectivos,aprox 8,(24 días),"$us 10,996.85",SIN RESULTADOS,3 personas,~200 km²,8 incidentes,Decomiso de sustancias controladas en zona operativa
1303,3,31,23,Rastreo—2025,20251202,2025/12/07,~150,  23  ,aprox. 5,"Bs. 94,286.49",sin dato,uno,200 km2,0 incidentes,"Decomiso de
vehículos sin documentación"
1304,5,12,22,Op.Verde/2021,09-01-2021,20210930,cien,36 vehículos,(29 días),228066,OBJETIVO CUMPLIDO,Sin detenidos,200 km²,TRES,Apoyo con cortafuegos — área afectada extensa
1305,2,25,4,vigía 2022,04-26-2022,05-06-2022,120,aprox. 27,10,70104 bolivianos,COMPLETADA,aprox. 8,~500 km²,uno,"Se detectó movimiento sospechoso
en zona limítrofe"
1306,3,40,21,Barrera—2023,2023/12/15,2023-12-31,aprox 250,  17  ,DIECISÉIS,37313.90,FAVORABLE,  3  ,  100 km2  ,2 inc.,
1307,1,47,16,OPERACIÓN SOBERANÍA 2021,12-mar-2021,2021/03/28,aprox. 250 efectivos,catorce,16,121714.03,S/N,0 personas,200 Km2,1 incidentes,Patrullaje con apoyo de unidades caninas
1308,1,48,1,Op. Dragón #246,2023/09/08,16/SEP/2023,50,13 vehículos,+8,Bs 32.969,Completada,1,300 Km2,N/A,"Operación coordinada con
FELCN y Policía Nacional"
1309,1,48,16,OPERACIÓN PATRIA 2025,11/05/2025,31-may-2025,(80 efectivos),aprox 12,20,"110,373.88 Bs",sin resultados,8 detenidos,aprox. 1000 km²,aprox. 1,"ZONA DE DIFÍCIL ACCESO, SE REQUIRIÓ APOYO AÉREO"
1310,7,20,17,Chaco (marzo 2024),21/SEP/2024,27-sep-2024,~500,40 vehículos,~6,BS 161455,ND,cero,500 km²,aprox. 2,
1311,2,32,4,Operación Patrulla 2024,2024-07-06,11/07/2024,300 efectivos,17,CINCO,121970 bolivianos,FALLIDA,10 personas,1000 KM2,Sin incidentes,Relevo de personal en posiciones avanzadas
1312,5,12,3,  Verde 2025  ,2025-08-17,17/09/2025,aprox 500,(32 vehículos),(31 días),"Bs. 266,048.12",COMPLETADA,ninguno,1000 KM2,  2  ,Flora y fauna en riesgo — operación prioritaria
1313,2,28,25,  Control 2025  ,20250805,26/08/2025,80,(17 vehículos),+21,"Bs. 91,206.81",parcial,1,200 km²,tres,Patrullaje de rutina sin novedades
1314,4,25,22,Op. Vida #168,19-01-2025,"febrero 28, 2025",  200  ,doce,40,"228,073.98 Bs",SATISFACTORIO,cero,100 Km2,3 incidentes,"Evacuación de familias afectadas
por crecida de ríos"
1315,1,47,8,Operación Soberanía 2022,"noviembre 8, 2022",20221201,+300,24,aprox. 23,62042 bolivianos,no reportado,diez,aprox. 250,  1  ,"Incautación de precursores
químicos en laboratorio"
1316,2,28,9,Operación Vigía 2021,04-22-2021,22/05/2021,250,~18,aprox 30,"Bs. 32,436.85",finalizada,veinte,250,2 inc.,Control de 'puntos ciegos' en la frontera
1317,5,12,3,"Op. ""Sofocación"" #125",09-04-2024,29/09/2024,400,~38,25,"Bs.282,230",sin éxito,cero,2000 km²,2,Coordinación con 'bomberos forestales' y voluntarios
1318,6,18,17,Operación Puente 2023,12-25-2023,31-12-2023,50 efectivos,14,6,"Bs 22.518,36",Favorable,,50 Km2,SIN INCIDENTES,Construcción de camino vecinal
1319,6,11,19,OPERACIÓN MANO AMIGA 2023,2023-09-11,2023-09-27,+30,10 vehículos,~16,"USD 6,249.71",Logrado,cero,20 km2,(1),Apoyo en festividad 'patronal' del municipio
1320,6,16,17,"Op. ""Unidad"" #107",12-jul-2025,"julio 28, 2025",+80,2 vehículos,aprox. 16 días,"Bs.- 14,520.75",satisfactorio,0,100 km²,cero,Distribución de víveres a comunidades alejadas
1321,6,12,4,OPERACIÓN DESARROLLO 2022,"marzo 10, 2022",04-01-2022,TREINTA,aprox. 11 vehículos,~22,31915,Regular,Ninguno,10 KM2,n/a,
1322,7,48,12,Op. Puma #140,"abril 6, 2025",04-18-2025,300,20.,12.,"Bs.- 166,346.87",regular,-,  50 km2  ,N/A,"Maniobras de simulación
de combate en terreno montañoso"
1323,3,32,22,  Aduana 2022  ,2022-07-22,08-09-2022,(50 efectivos),(15 vehículos),(18 días),141199 bolivianos,finalizada,20,50 km²,aprox. 3,Coordinación con Aduana Nacional
1324,3,39,14,Operación 'Rastreo',20-sep-2025,"octubre 16, 2025",300 efectivos,(13 vehículos),26,"Bs 129.774,11",ND,aprox. 2,150,dos,
1325,6,32,19,OPERACIÓN PUENTE 2025,01/01/2025,18/01/2025,100.,~13,aprox 17,BS 30590,N/A,0,aprox. 20 km²,,Distribución de víveres a comunidades alejadas
1326,1,48,8,  Cóndor Dorado 2022  ,22/09/2022,03/10/2022,~200,DIECINUEVE,11.,"$us 18,298.79",EXITOSA,ninguno,1000 km²,2,
1327,2,31,10,Op Control - 2022/240,2022-12-18,12-31-2022,80.,aprox. 5 vehículos,13 días,"Bs. 88,591.68",SATISFACTORIO,ninguno,150 Km2,aprox. 2,
1328,1,49,2,Op.Soberanía/2022,5/ABR/2022,"abril 16, 2022",aprox. 50,(11 vehículos),11,"$us 20,878.25",Negativo,cero,aprox. 200 km²,2 incidentes,Resultado: 'Negativo' según informe final
1329,1,45,16,OPERACIÓN DRAGÓN 2023,"junio 10, 2023",29/06/2023,100.,doce,aprox. 19,"Bs 88.328,04",,3 personas,50 km2,5 incidentes,"Operación coordinada con
FELCN y Policía Nacional"
1330,6,19,1,Operación 'Unidad',03-30-2025,04-09-2025,TREINTA,aprox. 11,10 días,22163 bolivianos,Parcialmente exitoso,0 personas,100 Km2,-,Distribución de víveres a comunidades alejadas
1331,7,7,7,Operación Chaco 2021-141,24/FEB/2021,02-26-2021,100,18,aprox 2,"Bs. 177,940.93",S/N,-,50 Km2,1,Evaluación de capacidades operativas
1332,8,47,4,Hermandad Andina (septiembre 2025),2025/10/23,"noviembre 18, 2025",200.,aprox. 33,26,BS 150484,Positivo,-,aprox. 100 km²,2,Observadores internacionales presentes
1333,6,46,22,Hermandad (julio 2021),26/FEB/2021,2021-03-23,(30 efectivos),9 vehículos,25 días,"$us 6,935.27",objetivo cumplido,Sin detenidos,50 km2,ninguno,Apoyo en festividad 'patronal' del municipio
1334,4,10,17,OPERACIÓN AMPARO 2024,2024-03-30,2024/05/07,300,aprox. 45,38,"Bs.- 309,833.99",en proceso,0 personas,aprox. 500,(2),
1335,2,34,11,Op. Protección #241,25-12-2025,12-31-2025,aprox. 250,aprox 25,aprox 6,"Bs.- 56,967.01",FAVORABLE,1,1000,DOS,"Coordinación con fuerzas
del país vecino"
1336,2,34,13,Op. Soberanía #242,"septiembre 19, 2022","octubre 11, 2022",aprox 200,19 vehículos,(22 días),BS 57441,Satisfactorio,ninguno,50 km²,  2  ,Patrullaje de rutina sin novedades
1337,5,12,7,  Extinción 2021  ,14-ago-2021,08-19-2021,(200 efectivos),aprox. 49,5,155749,Pendiente de evaluación,0,200 km2,2,"Helicópteros utilizados para
monitoreo aéreo del fuego"
1338,6,42,2,Integración (septiembre 2021),"noviembre 1, 2021",28-11-2021,aprox. 30,aprox. 9,27,"USD 6,315.92",S/N,n/a,100,1 inc.,Distribución de víveres a comunidades alejadas
1339,4,23,13,Op.Refugio/2023,11/10/2023,11-07-2023,+500,44,aprox. 27 días,324922,Incompleta,n/a,2000,1,
1340,4,25,13,Op. Amparo #171,2023/03/01,03-26-2023,aprox. 150 efectivos,(46 vehículos),(25 días),BS 248329,N/A,N/A,5000.0,2 incidentes,"  Evacuación de familias afectadas
por crecida de ríos  "
1341,2,41,9,Protección (agosto 2022),"junio 4, 2022",06-19-2022,  80  ,aprox. 5,15,"54,184.09 Bs",exitoso,8 personas,~500 km²,2,Relevo de personal en posiciones avanzadas
1342,2,28,9,Soberanía—2022,08-12-2022,20/AGO/2022,300,VEINTE,OCHO,"83,188.72 Bs",S/N,2 personas,1000 km2,2 incidentes,S/N
1343,6,25,17,desarrollo 2025,18/04/2025,07/05/2025,,,,,,,,,
1344,3,41,24,OPERACIÓN INTERCEPTOR 2023,27/06/2023,2023-07-09,aprox. 250,19 vehículos,aprox 12,"USD 16,891.74",Positivo,3 pers.,aprox. 150 km²,ninguno,
1345,5,12,7,Brasa—2023,2023-10-13,"noviembre 5, 2023",500,17 vehículos,+23,294125.60,FALLIDA,NINGUNO,  2000 km2  ,3 incidentes,Flora y fauna en riesgo — operación prioritaria
1346,6,3,21,"Op. ""Puente"" #114",31/MAY/2021,06-26-2021,CIEN,13.,26 días,BS 35678,parcial,n/a,10,cero,Campaña de vacunación — apoyo logístico militar
1347,7,47,17,Operación Sajama 2021-142,20/12/2021,31/12/2021,,,,,,,,,
1348,2,31,6,  Guardián 2024  ,14/DIC/2024,"diciembre 20, 2024",~300,once,~6,"16,497.76 Bs",Pendiente de evaluación,15 pers.,100 km²,2 inc.,"Coordinación con fuerzas
del país vecino"
1349,4,23,22,refugio 2025,2025/01/19,26/02/2025,,,,,,,,,
1350,3,41,11,Op. Aduana #192,20211212,2021/12/19,aprox. 80,diecinueve,SIETE,"125,131.26 Bs",OBJETIVO CUMPLIDO,10 det.,1000 km²,2 incidentes,Control en punto fronterizo — resultado: OBJETIVO CUMPLIDO
1351,7,6,16,  Jaguar 2021  ,06-08-2021,"junio 25, 2021",100,nueve,aprox. 17,"Bs.- 62,862.05",FALLIDA,sin detenidos,1000 Km2,SIN INCIDENTES,Ejercicio táctico con fuego real
1352,3,34,11,Op Candado - 2023/193,11-29-2023,2023/12/25,120,~24,aprox. 26,"71,406.13 Bs",exitosa,Sin detenidos,~50 km²,0 incidentes,Mercadería retenida para verificación
1353,5,24,7,bombero 2022,04/08/2022,08-09-2022,(150 efectivos),41,5.,"USD 41,077.92",Sin resultados concretos,n/a,5000 km²,10 incidentes,Apoyo con cortafuegos — área afectada extensa
1354,2,34,22,Op.Patrulla/2021,"abril 23, 2021",2-may-2021,aprox. 200,aprox. 8,(9 días),92003,negativo,8 det.,100,2 inc.,S/N
1355,2,31,5,Operación Guardián 2021,"abril 8, 2021",24-04-2021,80.,aprox 22,16,"$us 4,582.50",Satisfactorio,5,  800 km2  ,2 inc.,Control de 'puntos ciegos' en la frontera
1356,2,31,4,Op.Protección/2021,23/OCT/2021,2021/11/09,+300,7,DIECISIETE,"Bs.- 71,309.13",INCOMPLETA,1 personas,300 KM2,(2),Relevo de personal en posiciones avanzadas
1357,8,47,11,OPERACIÓN CONFLUENCIA 2024,27-nov-2024,15-12-2024,aprox. 50 efectivos,aprox. 21,aprox. 18,21112,Muy bueno,0 personas,  500 km2  ,2 incidentes,"Maniobras combinadas
tierras bajas y altiplano"
1358,7,3,15,Op Sajama - 2025/144,"diciembre 15, 2025",31/DIC/2025,aprox. 500,10,(16 días),"$us 5,104.33",Negativo,sin detenidos,~50 km²,,  Ejercicio de 'guerra no convencional'  
1359,5,23,3,Operación 'Salvamento Forestal',"agosto 29, 2021","septiembre 9, 2021",aprox 150,~42,  11  ,"Bs. 270,370.15",Pendiente de evaluación,-,~200 km²,TRES,
1360,3,41,14,OPERACIÓN ADUANA 2025,14/01/2025,01-27-2025,100,22,~13,BS 65973,Negativo,3,1000 Km2,(1),Coordinación con Aduana Nacional
1361,5,12,22,"Op. ""Salvamento Forestal"" #129",18-08-2025,29/09/2025,400,35.,42,"Bs.170,326",no logrado,N/A,200,1,
1362,5,10,3,Op. Salvamento Forestal #130,22/08/2025,"septiembre 28, 2025",ciento cincuenta,  41  ,37,482540.51,EN PROCESO,0 personas,2000,,Flora y fauna en riesgo — operación prioritaria
1363,2,28,12,Frontera (noviembre 2022),20/03/2022,20220401,250,~7,(12 días),35302.65,no logrado,10 personas,150,2 incidentes,Relevo de personal en posiciones avanzadas
1364,2,32,12,Operación Vigía 2021,26/06/2021,07-07-2021,~100,16,11,"$us 14,337.60",No reportado,cero,1000 km²,DOS,
1365,3,40,22,Op Cerco - 2021/195,08-12-2021,14/08/2021,150 efectivos,27 vehículos,DOS,"Bs. 20,919.42",Objetivo cumplido,aprox. 2,250.0,(1),Incautación de mercadería de contrabando
1366,2,41,23,"Op. ""Frontera"" #251",01/08/2025,28/08/2025,120 efectivos,26.,N/D,N/D,Negativo,2 detenidos,N/D,0 incidentes,RELEVO DE PERSONAL EN POSICIONES AVANZADAS
1367,1,50,8,Op. Tormenta #251,21/04/2021,9/MAY/2021,aprox 50,aprox. 23 vehículos,DIECIOCHO,"Bs.94,181",incompleta,8 detenidos,200,5 incidentes,Decomiso de sustancias controladas en zona operativa
1368,5,11,22,Op Ceniza - 2025/131,2025-06-16,24-06-2025,~100,35,aprox 8,"301,372.64 Bs",Muy bueno,-,5000,uno,Flora y fauna en riesgo — operación prioritaria
1369,3,34,12,Operación Aduana 2022-196,11-26-2022,25-dic-2022,120 efectivos,26,29,Bs 117.085,S/N,  2  ,50,aprox. 1,
1370,8,32,6,fraternidad 2024,06/06/2024,12-06-2024,50,13.,aprox. 6,"Bs. 88,759.14",EN PROCESO,cero,200 KM2,uno,EJERCICIO MULTINACIONAL — FUERZAS DE 4 PAÍSES
1371,3,39,24,Operación 'Aduana',2025-09-17,10-12-2025,80,aprox. 10,(25 días),"Bs 71.971,96",Parcialmente exitosa,0 personas,~800 km²,aprox. 1,"Decomiso de
vehículos sin documentación"
1372,5,12,3,Llama—2024,14/MAY/2024,05-28-2024,aprox. 150,35,(14 días),"105,360.04 Bs",N/A,,100 km²,CINCO,
1373,2,41,23,Op Soberanía - 2024/252,7/NOV/2024,20241109,  50  ,aprox. 6 vehículos,2,46312,COMPLETADA,8,aprox. 50,3,
1374,6,23,19,Operación Mano Amiga 2024-115,03-08-2024,20240824,80,4,21,30387,,ninguno,20,cero,"Jornada médica y dental
para comunidades rurales"
1375,7,13,25,OPERACIÓN CHACO 2025,22/AGO/2025,2025/08/25,aprox 200,aprox 21,(3 días),122221 bolivianos,sin resultados,Ninguno,100 Km2,aprox. 1,Evaluación de capacidades operativas
1376,1,44,16,  Tormenta 2023  ,10-01-2023,2023/01/29,50 efectivos,~18,aprox. 19,"Bs.- 23,316.24",exitosa,20 personas,  300 km2  ,8 incidentes,"Incautación de precursores
químicos en laboratorio"
1377,3,40,14,Candado—2022,2022/10/08,2022-10-16,aprox. 250,25,+8,Bs 20.302,Muy bueno,8 personas,  50 km2  ,(3),Control en punto fronterizo — resultado: Muy bueno
1378,3,32,4,Operación Rastreo 2025-199,20250106,2025/01/26,CINCUENTA,10,20,"Bs.- 77,761.83",Completada,2 pers.,800 km2,3,Coordinación con Aduana Nacional
1379,1,45,1,  Frontera Segura 2022  ,2/MAY/2022,29/05/2022,(100 efectivos),aprox. 27,+27,"Bs.- 81,708.51",aceptable,20 detenidos,500.0,2 inc.,"Incautación de precursores
químicos en laboratorio"
1380,7,33,6,Operación Tunari 2023-146,12/JUL/2023,2023/07/26,  50  ,33,(14 días),196809 bolivianos,Completada,n/a,~500 km²,  2  ,Ejercicio táctico con fuego real
1381,5,22,18,Operación Verde 2024-133,05/08/2024,04/09/2024,DOSCIENTOS,aprox. 21,30,Bs 374.582,exitosa,Ninguno,5000,CINCO,APOYO CON CORTAFUEGOS — ÁREA AFECTADA EXTENSA
1382,2,31,25,Op.Defensa/2021,09/10/2021,21/10/2021,300 efectivos,aprox. 12,aprox. 12 días,"$us 2,824.65",,3 detenidos,50 km²,cero,S/N
1383,2,34,11,"Op. ""Defensa"" #254",2022/05/26,04/06/2022,50 efectivos,5 vehículos,aprox. 9,Bs 93.153,Parcialmente exitoso,2,250 km²,sin incidentes,Patrullaje de rutina sin novedades
1384,8,46,14,  Cooperación Sur 2021  ,2021/02/14,03-03-2021,~100,28 vehículos,+17,103342.07,Operación concluida,NINGUNO,200 km2,(1),
1385,5,11,18,OPERACIÓN FÉNIX 2023,06/10/2023,"noviembre 3, 2023",quinientos,24 vehículos,28,"Bs.335,242",finalizada,Ninguno,2000 km²,aprox. 3,"Contención de incendio forestal
en zona protegida"
1386,2,41,24,  Frontera 2021  ,"enero 18, 2021",08-02-2021,aprox. 150,18,21,42830.81,Incompleta,20 det.,200 km²,aprox. 5,S/N
1387,1,48,2,Cóndor Dorado (diciembre 2024),02/10/2024,20/OCT/2024,(150 efectivos),12,~18,"82,126.89 Bs",concluida,0 personas,150 km²,Sin incidentes,Patrullaje con apoyo de unidades caninas
1388,6,10,17,Unidad—2022,24/07/2022,2022/08/08,aprox. 50,5 vehículos,QUINCE,"Bs 36.759,88",EXITOSA,-,50.0,Ninguno,Construcción de camino vecinal
1389,5,11,7,Fénix (diciembre 2025),14/08/2025,20250909,100 efectivos,diez,26,"Bs 98.816,19",FAVORABLE,Ninguno,2000 km2,aprox. 2,Coordinación con 'bomberos forestales' y voluntarios
1390,3,30,22,  Barrera 2024  ,2024/01/31,03-02-2024,200,~24,3,"Bs.- 136,285.88",sin éxito,15,800 KM2,TRES,Control en punto fronterizo — resultado: sin éxito
1391,1,45,2,"Op. ""Escudo"" #255",5-jun-2025,07-01-2025,,,,,,,,,
1392,1,47,1,Libertad (marzo 2025),04-20-2025,2025/04/21,250,CINCO,1 día,Bs 86.453,concluida,  3  ,1000,  5  ,"Se establecieron puntos de control
en rutas secundarias"
1393,4,23,22,OPERACIÓN RESCATE 2022,31/12/2022,31/12/2022,  500  ,aprox. 11,UNO,Bs 470.232,Positivo,cero,aprox. 2000 km²,Sin incidentes,"Puentes temporales instalados
por ingeniería militar"
1394,1,48,8,Op. Tormenta #257,2025-03-11,04-04-2025,150 efectivos,(28 vehículos),24,Bs 147.412,EXITOSA,Ninguno,aprox. 1000 km²,8,Operación nocturna — visibilidad reducida
1395,7,34,13,Altiplano (julio 2023),22-05-2023,25-05-2023,500,(23 vehículos),3 días,BS 25130,negativo,Ninguno,~1000 km²,DOS,Entrenamiento de supervivencia en selva
1396,5,22,18,Op Bombero - 2022/136,21/09/2022,"octubre 20, 2022",aprox. 200,38.,29 días,80683,FAVORABLE,N/A,2000.0,tres,Coordinación con 'bomberos forestales' y voluntarios
1397,2,41,12,Op.Patrulla/2022,2022/06/08,03/07/2022,300,  18  ,aprox 25,142565,OBJETIVO CUMPLIDO,10,  1000 km2  ,(1),Patrullaje de rutina sin novedades
1398,1,48,8,Operación Amanecer 2025,30/05/2025,04/06/2025,aprox 80,  9  ,5,BS 141325,"Sí, exitosa",dos,200 KM2,cero,"  Se establecieron puntos de control
en rutas secundarias  "
1399,3,30,12,Interceptor (agosto 2021),24-03-2021,"abril 2, 2021",150 efectivos,25,(9 días),16073,logrado,5 det.,aprox. 100,(1),Coordinación con Aduana Nacional
1400,1,49,1,Operación Trueno 2021-259,2021/02/08,16/02/2021,120,DIECISÉIS,~8,"Bs.- 52,139.59",OBJETIVO CUMPLIDO,20 personas,150.0,  2  ,Operación nocturna — visibilidad reducida
1401,3,34,11,Operación Interceptor 2021-201,23/09/2021,26/09/2021,(80 efectivos),13,tres,"Bs. 93,556.38",Positivo,cero,1000,2,    
1402,2,34,23,  Patrulla 2021  ,21/11/2021,2021-12-11,120,24,VEINTE,"Bs.- 43,958.45",BUENO,n/a,250 km2,-,Patrullaje de rutina sin novedades
1403,5,11,22,Op. Ceniza #137,20240229,20240331,doscientos,39,(31 días),Bs 226.931,negativo,Ninguno,200 Km2,cinco,Apoyo con cortafuegos — área afectada extensa
1404,3,34,11,Op Aduana - 2023/202,9/ABR/2023,2023-05-01,aprox. 100 efectivos,  11  ,+22,36972 bolivianos,bueno,  15  ,~200 km²,OCHO,Mercadería retenida para verificación
1405,3,30,12,Op. Interceptor #177,"marzo 9, 2025",23/MAR/2025,300,(20 vehículos),aprox. 14 días,"$us 12,916.66",sin resultados,  1  ,800,2,Incautación de mercadería de contrabando
1406,4,22,22,Auxilio (febrero 2024),25/03/2024,04/04/2024,aprox. 400 efectivos,35,10.,Bs 106.309,sin dato,n/a,aprox. 2000,ninguno,Rescate en zonas 'inundadas' por desborde
1407,1,45,2,Centinela (junio 2021),4/JUN/2021,2021/06/21,(120 efectivos),aprox. 28 vehículos,diecisiete,98091.81,COMPLETADA,aprox. 10,500,2 inc.,Resultado: 'COMPLETADA' según informe final
1408,6,42,10,"Op. ""Progreso"" #117",2023-04-28,26-05-2023,+100,+4,aprox. 28 días,21102.41,parcialmente logrado,0,50.0,n/a,"JORNADA MÉDICA Y DENTAL
PARA COMUNIDADES RURALES"
1409,1,49,16,Operación Halcón 2024,05-09-2024,2024/05/30,,,,,,,,,
1410,1,48,2,Tormenta—2024,22/03/2024,04-21-2024,aprox. 100,+6,30,"144,904.18 Bs",resultado positivo,1,  150 km2  ,N/A,Patrullaje con apoyo de unidades caninas
1411,2,32,13,Operación 'Soberanía',14/11/2023,"diciembre 14, 2023",ciento cincuenta,9,  30  ,"Bs.- 84,994.66","Sí, exitosa",n/a,200 km²,2 incidentes,Control de 'puntos ciegos' en la frontera
1412,1,48,8,"Op. ""Patria"" #263",2024-05-14,06-03-2024,~250,aprox 19,20 días,"Bs 34.988,33",parcial,cero,  300 km2  ,0 incidentes,Decomiso de sustancias controladas en zona operativa
1413,5,11,7,salvamento forestal 2025,20250904,03-10-2025,500.,(31 vehículos),(29 días),"Bs.440,864",SIN RESULTADOS,NINGUNO,200 km2,(2),Coordinación con 'bomberos forestales' y voluntarios
1414,2,28,13,Operación 'Centinela',9-oct-2025,"octubre 31, 2025",doscientos,7,  22  ,119258,logrado,5 detenidos,50,N/A,"Se detectó movimiento sospechoso
en zona limítrofe"
1415,1,46,16,"Op. ""Dragón"" #264",20220224,26/FEB/2022,+120,aprox. 25,aprox 2,"Bs 28.669,78",objetivo cumplido,diez,~50 km²,uno,"Se establecieron puntos de control
en rutas secundarias"
1416,1,44,1,justicia 2022,"junio 4, 2022",2022-07-04,aprox. 200,(26 vehículos),+30,"Bs 144.085,69",negativo,NINGUNO,100 Km2,TRES,"Se establecieron puntos de control
en rutas secundarias"
1417,3,31,14,candado 2025,04-11-2025,05-02-2025,aprox 80,22,21 días,"$us 13,264.68",Exitoso,15 detenidos,~1000 km²,1 incidentes,CONTROL EN PUNTO FRONTERIZO — RESULTADO: EXITOSO
1418,4,22,13,Operación 'Rescate',11/03/2025,2025-04-15,(500 efectivos),35 vehículos,  35  ,425146.52,Aceptable,N/A,2000 km2,  10  ,"Evacuación de familias afectadas
por crecida de ríos"
1419,5,12,7,Op.Cortafuego/2024,04-05-2024,03-05-2024,400,~15,28,Bs 382.724,SATISFACTORIO,-,5000 km²,5,APOYO CON CORTAFUEGOS — ÁREA AFECTADA EXTENSA
1420,8,50,4,OPERACIÓN UNASUR 2025,2025/06/16,06-24-2025,trescientos,aprox. 19,~8,"Bs 193.909,97",EN PROCESO,N/A,100 Km2,cero,Observadores internacionales presentes
1421,1,48,8,Escudo (julio 2021),20210420,05-01-2021,250,8.,aprox. 11,s/d,s/d,NINGUNO,s/d,1,"Zona de difícil acceso, se requirió apoyo aéreo"
1422,5,22,3,"Op. ""Llama"" #140",14-10-2021,11-23-2021,400,aprox 45,40,"USD 26,462.07",POSITIVO,cero,  5000 km2  ,10,"Helicópteros utilizados para
monitoreo aéreo del fuego"
1423,3,31,24,Operación Aduana 2023-204,2023-09-24,12/10/2023,  80  ,aprox 25,dieciocho,"Bs.- 66,683.84",Pendiente de evaluación,aprox. 1,aprox. 50 km²,UNO,Mercadería retenida para verificación
1424,1,47,1,Operación Amanecer 2021,15-jul-2021,07-27-2021,aprox. 250 efectivos,10.,12 días,Bs 44.287,S/N,8,  150 km2  ,2 inc.,"  Se establecieron puntos de control
en rutas secundarias  "
1425,4,25,13,Solidaridad (octubre 2024),23-dic-2024,"diciembre 31, 2024",400,+19,ocho,"Bs 70.888,60",logrado,-,5000 KM2,10,Distribución de ayuda humanitaria
1426,4,13,17,Op. Vida #177,11-feb-2023,15/03/2023,100.,50.,32,BS 169405,Éxito,cero,500 km2,-,"PUENTES TEMPORALES INSTALADOS
POR INGENIERÍA MILITAR"
1427,1,45,16,Operación Halcón 2025,2025/07/12,19/07/2025,100.,9 vehículos,+7,"Bs 46.428,19",SIN RESULTADOS,5 personas,100 km²,dos,Decomiso de sustancias controladas en zona operativa
1428,7,34,23,Operación 'Puma',14-05-2023,"mayo 28, 2023",(300 efectivos),aprox. 23 vehículos,14,Bs 197.442,Satisfactorio,,50,Sin incidentes,"Maniobras de simulación
de combate en terreno montañoso"
1429,1,49,16,Operación 'Justicia',06-05-2021,2021/06/21,aprox 80,22,+16,"81,889.44 Bs",concluida,2 detenidos,~200 km²,3 incidentes,"Zona de difícil acceso, se requirió apoyo aéreo"
1430,3,31,14,Operación Rastreo 2023,01-26-2023,20/02/2023,150.,  7  ,25,94847,no logrado,1 personas,200 KM2,uno,Control en punto fronterizo — resultado: no logrado
